Real_Date,val,RegionName,field,RegionLat,RegionLon,source,Real_Date
2016-07-08,4903.0,Amhara,forecast_hmis_indicator_3202,11.564952479,38.0435361546,forecast,2016-07-08
2016-08-07,3538.0,Amhara,forecast_hmis_indicator_3202,11.564952479,38.0435361546,forecast,2016-08-07
2016-09-11,4178.0,Amhara,forecast_hmis_indicator_3202,11.564952479,38.0435361546,forecast,2016-09-11
2016-10-11,5297.0,Amhara,forecast_hmis_indicator_3202,11.564952479,38.0435361546,forecast,2016-10-11
2014-09-11,40801.0,Amhara,forecast_hmis_indicator_3203,11.564952479,38.0435361546,forecast,2014-09-11
2014-10-11,47184.0,Amhara,forecast_hmis_indicator_3203,11.564952479,38.0435361546,forecast,2014-10-11
2014-11-10,67107.0,Amhara,forecast_hmis_indicator_3203,11.564952479,38.0435361546,forecast,2014-11-10
2014-12-10,38894.0,Amhara,forecast_hmis_indicator_3203,11.564952479,38.0435361546,forecast,2014-12-10
2015-01-09,27825.0,Amhara,forecast_hmis_indicator_3203,11.564952479,38.0435361546,forecast,2015-01-09
2015-02-08,17664.0,Amhara,forecast_hmis_indicator_3203,11.564952479,38.0435361546,forecast,2015-02-08
2015-03-10,14309.0,Amhara,forecast_hmis_indicator_3203,11.564952479,38.0435361546,forecast,2015-03-10
2015-04-09,12981.0,Amhara,forecast_hmis_indicator_3203,11.564952479,38.0435361546,forecast,2015-04-09
2015-05-09,16448.0,Amhara,forecast_hmis_indicator_3203,11.564952479,38.0435361546,forecast,2015-05-09
2015-06-08,19413.0,Amhara,forecast_hmis_indicator_3203,11.564952479,38.0435361546,forecast,2015-06-08
2015-07-08,20835.0,Amhara,forecast_hmis_indicator_3203,11.564952479,38.0435361546,forecast,2015-07-08
2015-08-07,25156.0,Amhara,forecast_hmis_indicator_3203,11.564952479,38.0435361546,forecast,2015-08-07
2015-09-12,39686.0,Amhara,forecast_hmis_indicator_3203,11.564952479,38.0435361546,forecast,2015-09-12
2015-10-12,34122.0,Amhara,forecast_hmis_indicator_3203,11.564952479,38.0435361546,forecast,2015-10-12
2015-11-11,46430.0,Amhara,forecast_hmis_indicator_3203,11.564952479,38.0435361546,forecast,2015-11-11
2015-12-11,26476.0,Amhara,forecast_hmis_indicator_3203,11.564952479,38.0435361546,forecast,2015-12-11
2016-01-10,17929.0,Amhara,forecast_hmis_indicator_3203,11.564952479,38.0435361546,forecast,2016-01-10
2016-02-09,13139.0,Amhara,forecast_hmis_indicator_3203,11.564952479,38.0435361546,forecast,2016-02-09
2016-03-10,12818.0,Amhara,forecast_hmis_indicator_3203,11.564952479,38.0435361546,forecast,2016-03-10
2016-04-09,11519.0,Amhara,forecast_hmis_indicator_3203,11.564952479,38.0435361546,forecast,2016-04-09
2016-05-09,17783.0,Amhara,forecast_hmis_indicator_3203,11.564952479,38.0435361546,forecast,2016-05-09
2016-06-08,24585.0,Amhara,forecast_hmis_indicator_3203,11.564952479,38.0435361546,forecast,2016-06-08
2016-07-08,20257.0,Amhara,forecast_hmis_indicator_3203,11.564952479,38.0435361546,forecast,2016-07-08
2016-08-07,22346.0,Amhara,forecast_hmis_indicator_3203,11.564952479,38.0435361546,forecast,2016-08-07
2016-09-11,32555.0,Amhara,forecast_hmis_indicator_3203,11.564952479,38.0435361546,forecast,2016-09-11
2016-10-11,29336.0,Amhara,forecast_hmis_indicator_3203,11.564952479,38.0435361546,forecast,2016-10-11
2014-09-11,8884.0,Amhara,forecast_hmis_indicator_3204,11.564952479,38.0435361546,forecast,2014-09-11
2014-10-11,10148.0,Amhara,forecast_hmis_indicator_3204,11.564952479,38.0435361546,forecast,2014-10-11
2014-11-10,12694.0,Amhara,forecast_hmis_indicator_3204,11.564952479,38.0435361546,forecast,2014-11-10
2014-12-10,10909.0,Amhara,forecast_hmis_indicator_3204,11.564952479,38.0435361546,forecast,2014-12-10
2015-01-09,11519.0,Amhara,forecast_hmis_indicator_3204,11.564952479,38.0435361546,forecast,2015-01-09
2015-02-08,6144.0,Amhara,forecast_hmis_indicator_3204,11.564952479,38.0435361546,forecast,2015-02-08
2015-03-10,5062.0,Amhara,forecast_hmis_indicator_3204,11.564952479,38.0435361546,forecast,2015-03-10
2015-04-09,5310.0,Amhara,forecast_hmis_indicator_3204,11.564952479,38.0435361546,forecast,2015-04-09
2015-05-09,8844.0,Amhara,forecast_hmis_indicator_3204,11.564952479,38.0435361546,forecast,2015-05-09
2015-06-08,9230.0,Amhara,forecast_hmis_indicator_3204,11.564952479,38.0435361546,forecast,2015-06-08
2015-07-08,8666.0,Amhara,forecast_hmis_indicator_3204,11.564952479,38.0435361546,forecast,2015-07-08
2015-08-07,10062.0,Amhara,forecast_hmis_indicator_3204,11.564952479,38.0435361546,forecast,2015-08-07
2015-09-12,11814.0,Amhara,forecast_hmis_indicator_3204,11.564952479,38.0435361546,forecast,2015-09-12
2015-10-12,10777.0,Amhara,forecast_hmis_indicator_3204,11.564952479,38.0435361546,forecast,2015-10-12
2015-11-11,11181.0,Amhara,forecast_hmis_indicator_3204,11.564952479,38.0435361546,forecast,2015-11-11
2015-12-11,8813.0,Amhara,forecast_hmis_indicator_3204,11.564952479,38.0435361546,forecast,2015-12-11
2016-01-10,6522.0,Amhara,forecast_hmis_indicator_3204,11.564952479,38.0435361546,forecast,2016-01-10
2016-02-09,5717.0,Amhara,forecast_hmis_indicator_3204,11.564952479,38.0435361546,forecast,2016-02-09
2016-03-10,5762.0,Amhara,forecast_hmis_indicator_3204,11.564952479,38.0435361546,forecast,2016-03-10
2016-04-09,5932.0,Amhara,forecast_hmis_indicator_3204,11.564952479,38.0435361546,forecast,2016-04-09
2016-05-09,10255.0,Amhara,forecast_hmis_indicator_3204,11.564952479,38.0435361546,forecast,2016-05-09
2016-06-08,13786.0,Amhara,forecast_hmis_indicator_3204,11.564952479,38.0435361546,forecast,2016-06-08
2016-07-08,9835.0,Amhara,forecast_hmis_indicator_3204,11.564952479,38.0435361546,forecast,2016-07-08
2016-08-07,7870.0,Amhara,forecast_hmis_indicator_3204,11.564952479,38.0435361546,forecast,2016-08-07
2016-09-11,9113.0,Amhara,forecast_hmis_indicator_3204,11.564952479,38.0435361546,forecast,2016-09-11
2016-10-11,10224.0,Amhara,forecast_hmis_indicator_3204,11.564952479,38.0435361546,forecast,2016-10-11
2014-09-11,63575.0,Amhara,forecast_hmis_indicator_4531,11.564952479,38.0435361546,forecast,2014-09-11
2014-10-11,72514.0,Amhara,forecast_hmis_indicator_4531,11.564952479,38.0435361546,forecast,2014-10-11
2014-11-10,96716.0,Amhara,forecast_hmis_indicator_4531,11.564952479,38.0435361546,forecast,2014-11-10
2014-12-10,63761.0,Amhara,forecast_hmis_indicator_4531,11.564952479,38.0435361546,forecast,2014-12-10
2015-01-09,48209.0,Amhara,forecast_hmis_indicator_4531,11.564952479,38.0435361546,forecast,2015-01-09
2015-02-08,31828.0,Amhara,forecast_hmis_indicator_4531,11.564952479,38.0435361546,forecast,2015-02-08
2015-03-10,26443.0,Amhara,forecast_hmis_indicator_4531,11.564952479,38.0435361546,forecast,2015-03-10
2015-04-09,25412.0,Amhara,forecast_hmis_indicator_4531,11.564952479,38.0435361546,forecast,2015-04-09
2015-05-09,38872.0,Amhara,forecast_hmis_indicator_4531,11.564952479,38.0435361546,forecast,2015-05-09
2015-06-08,44445.0,Amhara,forecast_hmis_indicator_4531,11.564952479,38.0435361546,forecast,2015-06-08
2015-07-08,45462.0,Amhara,forecast_hmis_indicator_4531,11.564952479,38.0435361546,forecast,2015-07-08
2015-08-07,51797.0,Amhara,forecast_hmis_indicator_4531,11.564952479,38.0435361546,forecast,2015-08-07
2015-09-12,70126.0,Amhara,forecast_hmis_indicator_4531,11.564952479,38.0435361546,forecast,2015-09-12
2015-10-12,63670.0,Amhara,forecast_hmis_indicator_4531,11.564952479,38.0435361546,forecast,2015-10-12
2015-11-11,76693.0,Amhara,forecast_hmis_indicator_4531,11.564952479,38.0435361546,forecast,2015-11-11
2015-12-11,49436.0,Amhara,forecast_hmis_indicator_4531,11.564952479,38.0435361546,forecast,2015-12-11
2016-01-10,34889.0,Amhara,forecast_hmis_indicator_4531,11.564952479,38.0435361546,forecast,2016-01-10
2016-02-09,27232.0,Amhara,forecast_hmis_indicator_4531,11.564952479,38.0435361546,forecast,2016-02-09
2016-03-10,28299.0,Amhara,forecast_hmis_indicator_4531,11.564952479,38.0435361546,forecast,2016-03-10
2016-04-09,27394.0,Amhara,forecast_hmis_indicator_4531,11.564952479,38.0435361546,forecast,2016-04-09
2016-05-09,45648.0,Amhara,forecast_hmis_indicator_4531,11.564952479,38.0435361546,forecast,2016-05-09
2016-06-08,61377.0,Amhara,forecast_hmis_indicator_4531,11.564952479,38.0435361546,forecast,2016-06-08
2016-07-08,47301.0,Amhara,forecast_hmis_indicator_4531,11.564952479,38.0435361546,forecast,2016-07-08
2016-08-07,42717.0,Amhara,forecast_hmis_indicator_4531,11.564952479,38.0435361546,forecast,2016-08-07
2016-09-11,57129.0,Amhara,forecast_hmis_indicator_4531,11.564952479,38.0435361546,forecast,2016-09-11
2016-10-11,58530.0,Amhara,forecast_hmis_indicator_4531,11.564952479,38.0435361546,forecast,2016-10-11
2016-11-10,61300.1,Amhara,forecast_hmis_indicator_4531,11.564952479,38.0435361546,forecast,2016-11-10
2016-12-10,70205.5,Amhara,forecast_hmis_indicator_4531,11.564952479,38.0435361546,forecast,2016-12-10
2017-01-09,66527.5,Amhara,forecast_hmis_indicator_4531,11.564952479,38.0435361546,forecast,2017-01-09
2017-02-08,55109.4,Amhara,forecast_hmis_indicator_4531,11.564952479,38.0435361546,forecast,2017-02-08
2017-03-10,43541.1,Amhara,forecast_hmis_indicator_4531,11.564952479,38.0435361546,forecast,2017-03-10
2017-04-09,41305.9,Amhara,forecast_hmis_indicator_4531,11.564952479,38.0435361546,forecast,2017-04-09
2017-05-09,36777.2,Amhara,forecast_hmis_indicator_4531,11.564952479,38.0435361546,forecast,2017-05-09
2017-06-08,40251.4,Amhara,forecast_hmis_indicator_4531,11.564952479,38.0435361546,forecast,2017-06-08
2017-07-08,39827.5,Amhara,forecast_hmis_indicator_4531,11.564952479,38.0435361546,forecast,2017-07-08
2017-08-07,37530.1,Amhara,forecast_hmis_indicator_4531,11.564952479,38.0435361546,forecast,2017-08-07
2017-09-11,39483.1,Amhara,forecast_hmis_indicator_4531,11.564952479,38.0435361546,forecast,2017-09-11
2017-10-11,43025.7,Amhara,forecast_hmis_indicator_4531,11.564952479,38.0435361546,forecast,2017-10-11
2017-11-10,39701.1,Amhara,forecast_hmis_indicator_4531,11.564952479,38.0435361546,forecast,2017-11-10
2014-09-11,1546.0,Benishangul-Gumuz,forecast_hmis_indicator_3199,10.5029244152,35.4403070197,forecast,2014-09-11
2014-10-11,1870.0,Benishangul-Gumuz,forecast_hmis_indicator_3199,10.5029244152,35.4403070197,forecast,2014-10-11
2014-11-10,2101.0,Benishangul-Gumuz,forecast_hmis_indicator_3199,10.5029244152,35.4403070197,forecast,2014-11-10
2014-12-10,1513.0,Benishangul-Gumuz,forecast_hmis_indicator_3199,10.5029244152,35.4403070197,forecast,2014-12-10
2015-01-09,1360.0,Benishangul-Gumuz,forecast_hmis_indicator_3199,10.5029244152,35.4403070197,forecast,2015-01-09
2015-02-08,1348.0,Benishangul-Gumuz,forecast_hmis_indicator_3199,10.5029244152,35.4403070197,forecast,2015-02-08
2015-03-10,1435.0,Benishangul-Gumuz,forecast_hmis_indicator_3199,10.5029244152,35.4403070197,forecast,2015-03-10
2015-04-09,1442.0,Benishangul-Gumuz,forecast_hmis_indicator_3199,10.5029244152,35.4403070197,forecast,2015-04-09
2015-05-09,1381.0,Benishangul-Gumuz,forecast_hmis_indicator_3199,10.5029244152,35.4403070197,forecast,2015-05-09
2015-06-08,2390.0,Benishangul-Gumuz,forecast_hmis_indicator_3199,10.5029244152,35.4403070197,forecast,2015-06-08
2015-07-08,3304.0,Benishangul-Gumuz,forecast_hmis_indicator_3199,10.5029244152,35.4403070197,forecast,2015-07-08
2015-08-07,2923.0,Benishangul-Gumuz,forecast_hmis_indicator_3199,10.5029244152,35.4403070197,forecast,2015-08-07
2015-09-12,2472.0,Benishangul-Gumuz,forecast_hmis_indicator_3199,10.5029244152,35.4403070197,forecast,2015-09-12
2015-10-12,3300.0,Benishangul-Gumuz,forecast_hmis_indicator_3199,10.5029244152,35.4403070197,forecast,2015-10-12
2015-11-11,3311.0,Benishangul-Gumuz,forecast_hmis_indicator_3199,10.5029244152,35.4403070197,forecast,2015-11-11
2015-12-11,2947.0,Benishangul-Gumuz,forecast_hmis_indicator_3199,10.5029244152,35.4403070197,forecast,2015-12-11
2016-01-10,2103.0,Benishangul-Gumuz,forecast_hmis_indicator_3199,10.5029244152,35.4403070197,forecast,2016-01-10
2016-02-09,1823.0,Benishangul-Gumuz,forecast_hmis_indicator_3199,10.5029244152,35.4403070197,forecast,2016-02-09
2016-03-10,1618.0,Benishangul-Gumuz,forecast_hmis_indicator_3199,10.5029244152,35.4403070197,forecast,2016-03-10
2016-04-09,1308.0,Benishangul-Gumuz,forecast_hmis_indicator_3199,10.5029244152,35.4403070197,forecast,2016-04-09
2016-05-09,1439.0,Benishangul-Gumuz,forecast_hmis_indicator_3199,10.5029244152,35.4403070197,forecast,2016-05-09
2016-06-08,2644.0,Benishangul-Gumuz,forecast_hmis_indicator_3199,10.5029244152,35.4403070197,forecast,2016-06-08
2016-07-08,2584.0,Benishangul-Gumuz,forecast_hmis_indicator_3199,10.5029244152,35.4403070197,forecast,2016-07-08
2016-08-07,2016.0,Benishangul-Gumuz,forecast_hmis_indicator_3199,10.5029244152,35.4403070197,forecast,2016-08-07
2016-09-11,2085.0,Benishangul-Gumuz,forecast_hmis_indicator_3199,10.5029244152,35.4403070197,forecast,2016-09-11
2016-10-11,1726.0,Benishangul-Gumuz,forecast_hmis_indicator_3199,10.5029244152,35.4403070197,forecast,2016-10-11
2014-09-11,1281.0,Benishangul-Gumuz,forecast_hmis_indicator_3200,10.5029244152,35.4403070197,forecast,2014-09-11
2014-10-11,1475.0,Benishangul-Gumuz,forecast_hmis_indicator_3200,10.5029244152,35.4403070197,forecast,2014-10-11
2014-11-10,1688.0,Benishangul-Gumuz,forecast_hmis_indicator_3200,10.5029244152,35.4403070197,forecast,2014-11-10
2014-12-10,1247.0,Benishangul-Gumuz,forecast_hmis_indicator_3200,10.5029244152,35.4403070197,forecast,2014-12-10
2015-01-09,1064.0,Benishangul-Gumuz,forecast_hmis_indicator_3200,10.5029244152,35.4403070197,forecast,2015-01-09
2015-02-08,1064.0,Benishangul-Gumuz,forecast_hmis_indicator_3200,10.5029244152,35.4403070197,forecast,2015-02-08
2015-03-10,1336.0,Benishangul-Gumuz,forecast_hmis_indicator_3200,10.5029244152,35.4403070197,forecast,2015-03-10
2015-04-09,1007.0,Benishangul-Gumuz,forecast_hmis_indicator_3200,10.5029244152,35.4403070197,forecast,2015-04-09
2015-05-09,1190.0,Benishangul-Gumuz,forecast_hmis_indicator_3200,10.5029244152,35.4403070197,forecast,2015-05-09
2015-06-08,2068.0,Benishangul-Gumuz,forecast_hmis_indicator_3200,10.5029244152,35.4403070197,forecast,2015-06-08
2015-07-08,2503.0,Benishangul-Gumuz,forecast_hmis_indicator_3200,10.5029244152,35.4403070197,forecast,2015-07-08
2015-08-07,2586.0,Benishangul-Gumuz,forecast_hmis_indicator_3200,10.5029244152,35.4403070197,forecast,2015-08-07
2015-09-12,2053.0,Benishangul-Gumuz,forecast_hmis_indicator_3200,10.5029244152,35.4403070197,forecast,2015-09-12
2015-10-12,2931.0,Benishangul-Gumuz,forecast_hmis_indicator_3200,10.5029244152,35.4403070197,forecast,2015-10-12
2015-11-11,2483.0,Benishangul-Gumuz,forecast_hmis_indicator_3200,10.5029244152,35.4403070197,forecast,2015-11-11
2015-12-11,2627.0,Benishangul-Gumuz,forecast_hmis_indicator_3200,10.5029244152,35.4403070197,forecast,2015-12-11
2016-01-10,2013.0,Benishangul-Gumuz,forecast_hmis_indicator_3200,10.5029244152,35.4403070197,forecast,2016-01-10
2016-02-09,1534.0,Benishangul-Gumuz,forecast_hmis_indicator_3200,10.5029244152,35.4403070197,forecast,2016-02-09
2016-03-10,1365.0,Benishangul-Gumuz,forecast_hmis_indicator_3200,10.5029244152,35.4403070197,forecast,2016-03-10
2016-04-09,1078.0,Benishangul-Gumuz,forecast_hmis_indicator_3200,10.5029244152,35.4403070197,forecast,2016-04-09
2016-05-09,1232.0,Benishangul-Gumuz,forecast_hmis_indicator_3200,10.5029244152,35.4403070197,forecast,2016-05-09
2016-06-08,2295.0,Benishangul-Gumuz,forecast_hmis_indicator_3200,10.5029244152,35.4403070197,forecast,2016-06-08
2016-07-08,2263.0,Benishangul-Gumuz,forecast_hmis_indicator_3200,10.5029244152,35.4403070197,forecast,2016-07-08
2016-08-07,1878.0,Benishangul-Gumuz,forecast_hmis_indicator_3200,10.5029244152,35.4403070197,forecast,2016-08-07
2016-09-11,1836.0,Benishangul-Gumuz,forecast_hmis_indicator_3200,10.5029244152,35.4403070197,forecast,2016-09-11
2016-10-11,1453.0,Benishangul-Gumuz,forecast_hmis_indicator_3200,10.5029244152,35.4403070197,forecast,2016-10-11
2014-09-11,1724.0,Benishangul-Gumuz,forecast_hmis_indicator_3201,10.5029244152,35.4403070197,forecast,2014-09-11
2014-10-11,2324.0,Benishangul-Gumuz,forecast_hmis_indicator_3201,10.5029244152,35.4403070197,forecast,2014-10-11
2014-11-10,2737.0,Benishangul-Gumuz,forecast_hmis_indicator_3201,10.5029244152,35.4403070197,forecast,2014-11-10
2014-12-10,1802.0,Benishangul-Gumuz,forecast_hmis_indicator_3201,10.5029244152,35.4403070197,forecast,2014-12-10
2015-01-09,1273.0,Benishangul-Gumuz,forecast_hmis_indicator_3201,10.5029244152,35.4403070197,forecast,2015-01-09
2015-02-08,948.0,Benishangul-Gumuz,forecast_hmis_indicator_3201,10.5029244152,35.4403070197,forecast,2015-02-08
2015-03-10,1125.0,Benishangul-Gumuz,forecast_hmis_indicator_3201,10.5029244152,35.4403070197,forecast,2015-03-10
2015-04-09,1268.0,Benishangul-Gumuz,forecast_hmis_indicator_3201,10.5029244152,35.4403070197,forecast,2015-04-09
2015-05-09,1441.0,Benishangul-Gumuz,forecast_hmis_indicator_3201,10.5029244152,35.4403070197,forecast,2015-05-09
2015-06-08,2551.0,Benishangul-Gumuz,forecast_hmis_indicator_3201,10.5029244152,35.4403070197,forecast,2015-06-08
2015-07-08,2965.0,Benishangul-Gumuz,forecast_hmis_indicator_3201,10.5029244152,35.4403070197,forecast,2015-07-08
2015-08-07,2777.0,Benishangul-Gumuz,forecast_hmis_indicator_3201,10.5029244152,35.4403070197,forecast,2015-08-07
2015-09-12,2601.0,Benishangul-Gumuz,forecast_hmis_indicator_3201,10.5029244152,35.4403070197,forecast,2015-09-12
2015-10-12,3405.0,Benishangul-Gumuz,forecast_hmis_indicator_3201,10.5029244152,35.4403070197,forecast,2015-10-12
2015-11-11,3480.0,Benishangul-Gumuz,forecast_hmis_indicator_3201,10.5029244152,35.4403070197,forecast,2015-11-11
2015-12-11,4006.0,Benishangul-Gumuz,forecast_hmis_indicator_3201,10.5029244152,35.4403070197,forecast,2015-12-11
2016-01-10,2509.0,Benishangul-Gumuz,forecast_hmis_indicator_3201,10.5029244152,35.4403070197,forecast,2016-01-10
2016-02-09,1559.0,Benishangul-Gumuz,forecast_hmis_indicator_3201,10.5029244152,35.4403070197,forecast,2016-02-09
2016-03-10,1576.0,Benishangul-Gumuz,forecast_hmis_indicator_3201,10.5029244152,35.4403070197,forecast,2016-03-10
2016-04-09,1356.0,Benishangul-Gumuz,forecast_hmis_indicator_3201,10.5029244152,35.4403070197,forecast,2016-04-09
2016-05-09,1749.0,Benishangul-Gumuz,forecast_hmis_indicator_3201,10.5029244152,35.4403070197,forecast,2016-05-09
2016-06-08,3434.0,Benishangul-Gumuz,forecast_hmis_indicator_3201,10.5029244152,35.4403070197,forecast,2016-06-08
2016-07-08,3282.0,Benishangul-Gumuz,forecast_hmis_indicator_3201,10.5029244152,35.4403070197,forecast,2016-07-08
2016-08-07,2480.0,Benishangul-Gumuz,forecast_hmis_indicator_3201,10.5029244152,35.4403070197,forecast,2016-08-07
2016-09-11,2596.0,Benishangul-Gumuz,forecast_hmis_indicator_3201,10.5029244152,35.4403070197,forecast,2016-09-11
2016-10-11,1840.0,Benishangul-Gumuz,forecast_hmis_indicator_3201,10.5029244152,35.4403070197,forecast,2016-10-11
2014-09-11,1525.0,Benishangul-Gumuz,forecast_hmis_indicator_3202,10.5029244152,35.4403070197,forecast,2014-09-11
2014-10-11,1976.0,Benishangul-Gumuz,forecast_hmis_indicator_3202,10.5029244152,35.4403070197,forecast,2014-10-11
2014-11-10,2261.0,Benishangul-Gumuz,forecast_hmis_indicator_3202,10.5029244152,35.4403070197,forecast,2014-11-10
2014-12-10,1661.0,Benishangul-Gumuz,forecast_hmis_indicator_3202,10.5029244152,35.4403070197,forecast,2014-12-10
2015-01-09,1076.0,Benishangul-Gumuz,forecast_hmis_indicator_3202,10.5029244152,35.4403070197,forecast,2015-01-09
2015-02-08,914.0,Benishangul-Gumuz,forecast_hmis_indicator_3202,10.5029244152,35.4403070197,forecast,2015-02-08
2015-03-10,1109.0,Benishangul-Gumuz,forecast_hmis_indicator_3202,10.5029244152,35.4403070197,forecast,2015-03-10
2015-04-09,1106.0,Benishangul-Gumuz,forecast_hmis_indicator_3202,10.5029244152,35.4403070197,forecast,2015-04-09
2015-05-09,1348.0,Benishangul-Gumuz,forecast_hmis_indicator_3202,10.5029244152,35.4403070197,forecast,2015-05-09
2015-06-08,2429.0,Benishangul-Gumuz,forecast_hmis_indicator_3202,10.5029244152,35.4403070197,forecast,2015-06-08
2015-07-08,2730.0,Benishangul-Gumuz,forecast_hmis_indicator_3202,10.5029244152,35.4403070197,forecast,2015-07-08
2015-08-07,2301.0,Benishangul-Gumuz,forecast_hmis_indicator_3202,10.5029244152,35.4403070197,forecast,2015-08-07
2015-09-12,2367.0,Benishangul-Gumuz,forecast_hmis_indicator_3202,10.5029244152,35.4403070197,forecast,2015-09-12
2015-10-12,3125.0,Benishangul-Gumuz,forecast_hmis_indicator_3202,10.5029244152,35.4403070197,forecast,2015-10-12
2015-11-11,3104.0,Benishangul-Gumuz,forecast_hmis_indicator_3202,10.5029244152,35.4403070197,forecast,2015-11-11
2015-12-11,3403.0,Benishangul-Gumuz,forecast_hmis_indicator_3202,10.5029244152,35.4403070197,forecast,2015-12-11
2016-01-10,2117.0,Benishangul-Gumuz,forecast_hmis_indicator_3202,10.5029244152,35.4403070197,forecast,2016-01-10
2016-02-09,1423.0,Benishangul-Gumuz,forecast_hmis_indicator_3202,10.5029244152,35.4403070197,forecast,2016-02-09
2016-03-10,1485.0,Benishangul-Gumuz,forecast_hmis_indicator_3202,10.5029244152,35.4403070197,forecast,2016-03-10
2016-04-09,1250.0,Benishangul-Gumuz,forecast_hmis_indicator_3202,10.5029244152,35.4403070197,forecast,2016-04-09
2016-05-09,1737.0,Benishangul-Gumuz,forecast_hmis_indicator_3202,10.5029244152,35.4403070197,forecast,2016-05-09
2016-06-08,3028.0,Benishangul-Gumuz,forecast_hmis_indicator_3202,10.5029244152,35.4403070197,forecast,2016-06-08
2016-07-08,2885.0,Benishangul-Gumuz,forecast_hmis_indicator_3202,10.5029244152,35.4403070197,forecast,2016-07-08
2016-08-07,2344.0,Benishangul-Gumuz,forecast_hmis_indicator_3202,10.5029244152,35.4403070197,forecast,2016-08-07
2016-09-11,2158.0,Benishangul-Gumuz,forecast_hmis_indicator_3202,10.5029244152,35.4403070197,forecast,2016-09-11
2016-10-11,1630.0,Benishangul-Gumuz,forecast_hmis_indicator_3202,10.5029244152,35.4403070197,forecast,2016-10-11
2014-09-11,3935.0,Benishangul-Gumuz,forecast_hmis_indicator_3203,10.5029244152,35.4403070197,forecast,2014-09-11
2014-10-11,6020.0,Benishangul-Gumuz,forecast_hmis_indicator_3203,10.5029244152,35.4403070197,forecast,2014-10-11
2014-11-10,9744.0,Benishangul-Gumuz,forecast_hmis_indicator_3203,10.5029244152,35.4403070197,forecast,2014-11-10
2014-12-10,5315.0,Benishangul-Gumuz,forecast_hmis_indicator_3203,10.5029244152,35.4403070197,forecast,2014-12-10
2015-01-09,2988.0,Benishangul-Gumuz,forecast_hmis_indicator_3203,10.5029244152,35.4403070197,forecast,2015-01-09
2015-02-08,2486.0,Benishangul-Gumuz,forecast_hmis_indicator_3203,10.5029244152,35.4403070197,forecast,2015-02-08
2015-03-10,2488.0,Benishangul-Gumuz,forecast_hmis_indicator_3203,10.5029244152,35.4403070197,forecast,2015-03-10
2015-04-09,2794.0,Benishangul-Gumuz,forecast_hmis_indicator_3203,10.5029244152,35.4403070197,forecast,2015-04-09
2015-05-09,3413.0,Benishangul-Gumuz,forecast_hmis_indicator_3203,10.5029244152,35.4403070197,forecast,2015-05-09
2015-06-08,6208.0,Benishangul-Gumuz,forecast_hmis_indicator_3203,10.5029244152,35.4403070197,forecast,2015-06-08
2015-07-08,7608.0,Benishangul-Gumuz,forecast_hmis_indicator_3203,10.5029244152,35.4403070197,forecast,2015-07-08
2015-08-07,7140.0,Benishangul-Gumuz,forecast_hmis_indicator_3203,10.5029244152,35.4403070197,forecast,2015-08-07
2015-09-12,7145.0,Benishangul-Gumuz,forecast_hmis_indicator_3203,10.5029244152,35.4403070197,forecast,2015-09-12
2015-10-12,8951.0,Benishangul-Gumuz,forecast_hmis_indicator_3203,10.5029244152,35.4403070197,forecast,2015-10-12
2015-11-11,9830.0,Benishangul-Gumuz,forecast_hmis_indicator_3203,10.5029244152,35.4403070197,forecast,2015-11-11
2015-12-11,7962.0,Benishangul-Gumuz,forecast_hmis_indicator_3203,10.5029244152,35.4403070197,forecast,2015-12-11
2016-01-10,4895.0,Benishangul-Gumuz,forecast_hmis_indicator_3203,10.5029244152,35.4403070197,forecast,2016-01-10
2016-02-09,3207.0,Benishangul-Gumuz,forecast_hmis_indicator_3203,10.5029244152,35.4403070197,forecast,2016-02-09
2016-03-10,3006.0,Benishangul-Gumuz,forecast_hmis_indicator_3203,10.5029244152,35.4403070197,forecast,2016-03-10
2016-04-09,2479.0,Benishangul-Gumuz,forecast_hmis_indicator_3203,10.5029244152,35.4403070197,forecast,2016-04-09
2016-05-09,3429.0,Benishangul-Gumuz,forecast_hmis_indicator_3203,10.5029244152,35.4403070197,forecast,2016-05-09
2016-06-08,8176.0,Benishangul-Gumuz,forecast_hmis_indicator_3203,10.5029244152,35.4403070197,forecast,2016-06-08
2016-07-08,7257.0,Benishangul-Gumuz,forecast_hmis_indicator_3203,10.5029244152,35.4403070197,forecast,2016-07-08
2016-08-07,6035.0,Benishangul-Gumuz,forecast_hmis_indicator_3203,10.5029244152,35.4403070197,forecast,2016-08-07
2016-09-11,6116.0,Benishangul-Gumuz,forecast_hmis_indicator_3203,10.5029244152,35.4403070197,forecast,2016-09-11
2016-10-11,3945.0,Benishangul-Gumuz,forecast_hmis_indicator_3203,10.5029244152,35.4403070197,forecast,2016-10-11
2014-09-11,2829.0,Benishangul-Gumuz,forecast_hmis_indicator_3204,10.5029244152,35.4403070197,forecast,2014-09-11
2014-10-11,4160.0,Benishangul-Gumuz,forecast_hmis_indicator_3204,10.5029244152,35.4403070197,forecast,2014-10-11
2014-11-10,5523.0,Benishangul-Gumuz,forecast_hmis_indicator_3204,10.5029244152,35.4403070197,forecast,2014-11-10
2014-12-10,3441.0,Benishangul-Gumuz,forecast_hmis_indicator_3204,10.5029244152,35.4403070197,forecast,2014-12-10
2015-01-09,2483.0,Benishangul-Gumuz,forecast_hmis_indicator_3204,10.5029244152,35.4403070197,forecast,2015-01-09
